"Station","Year","Month","Day","Night","DayLimit","NightLimit","Date","Name","City","State","Type","Day_Exceed","Night_Exceed","Day_Status","Night_Status"
"BEN02",2016,6,69,63,65,55,2016-06-01,"Marathahalli","Bengaluru","Karnataka","Commercial",4,8,"Exceeded","Exceeded"
"BEN02",2016,7,68,63,65,55,2016-07-01,"Marathahalli","Bengaluru","Karnataka","Commercial",3,8,"Exceeded","Exceeded"
"BEN02",2016,8,69,63,65,55,2016-08-01,"Marathahalli","Bengaluru","Karnataka","Commercial",4,8,"Exceeded","Exceeded"
"BEN02",2016,9,68,62,65,55,2016-09-01,"Marathahalli","Bengaluru","Karnataka","Commercial",3,7,"Exceeded","Exceeded"
"BEN02",2016,10,68,62,65,55,2016-10-01,"Marathahalli","Bengaluru","Karnataka","Commercial",3,7,"Exceeded","Exceeded"
"BEN02",2016,11,66,61,65,55,2016-11-01,"Marathahalli","Bengaluru","Karnataka","Commercial",1,6,"Exceeded","Exceeded"
"BEN02",2016,12,67,62,65,55,2016-12-01,"Marathahalli","Bengaluru","Karnataka","Commercial",2,7,"Exceeded","Exceeded"
"BEN03",2016,1,58,48,55,45,2016-01-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",3,3,"Exceeded","Exceeded"
"BEN03",2016,2,57,47,55,45,2016-02-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",2,2,"Exceeded","Exceeded"
"BEN03",2016,3,56,48,55,45,2016-03-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",1,3,"Exceeded","Exceeded"
"BEN03",2016,4,58,50,55,45,2016-04-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",3,5,"Exceeded","Exceeded"
"BEN03",2016,5,58,53,55,45,2016-05-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",3,8,"Exceeded","Exceeded"
"BEN03",2016,6,57,50,55,45,2016-06-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",2,5,"Exceeded","Exceeded"
"BEN03",2016,7,59,50,55,45,2016-07-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",4,5,"Exceeded","Exceeded"
"BEN03",2016,8,59,58,55,45,2016-08-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",4,13,"Exceeded","Exceeded"
"BEN03",2016,9,55,59,55,45,2016-09-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",0,14,"Within Limit","Exceeded"
"BEN03",2016,10,61,60,55,45,2016-10-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",6,15,"Exceeded","Exceeded"
"BEN03",2016,11,57,50,55,45,2016-11-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",2,5,"Exceeded","Exceeded"
"BEN03",2016,12,58,49,55,45,2016-12-01,"Nisarga Bhawan","Bengaluru","Karnataka","Residential",3,4,"Exceeded","Exceeded"
"BEN04",2016,1,66,58,65,55,2016-01-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",1,3,"Exceeded","Exceeded"
"BEN04",2016,2,66,60,65,55,2016-02-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",1,5,"Exceeded","Exceeded"
"BEN04",2016,3,66,59,65,55,2016-03-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",1,4,"Exceeded","Exceeded"
"BEN04",2016,4,66,59,65,55,2016-04-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",1,4,"Exceeded","Exceeded"
"BEN04",2016,5,66,59,65,55,2016-05-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",1,4,"Exceeded","Exceeded"
"BEN04",2016,6,63,60,65,55,2016-06-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",-2,5,"Within Limit","Exceeded"
"BEN04",2016,7,64,64,65,55,2016-07-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",-1,9,"Within Limit","Exceeded"
"BEN04",2016,8,65,64,65,55,2016-08-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",0,9,"Within Limit","Exceeded"
"BEN04",2016,9,63,63,65,55,2016-09-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",-2,8,"Within Limit","Exceeded"
"BEN04",2016,10,64,61,65,55,2016-10-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",-1,6,"Within Limit","Exceeded"
"BEN04",2016,11,65,60,65,55,2016-11-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",0,5,"Within Limit","Exceeded"
"BEN04",2016,12,70,69,65,55,2016-12-01,"Parisar Bhawan","Bengaluru","Karnataka","Commercial",5,14,"Exceeded","Exceeded"
"BEN05",2016,1,56,54,75,70,2016-01-01,"Peeniya","Bengaluru","Karnataka","Industrial",-19,-16,"Within Limit","Within Limit"
"BEN05",2016,2,57,55,75,70,2016-02-01,"Peeniya","Bengaluru","Karnataka","Industrial",-18,-15,"Within Limit","Within Limit"
"BEN05",2016,3,56,55,75,70,2016-03-01,"Peeniya","Bengaluru","Karnataka","Industrial",-19,-15,"Within Limit","Within Limit"
"BEN05",2016,4,56,55,75,70,2016-04-01,"Peeniya","Bengaluru","Karnataka","Industrial",-19,-15,"Within Limit","Within Limit"
"BEN05",2016,5,56,55,75,70,2016-05-01,"Peeniya","Bengaluru","Karnataka","Industrial",-19,-15,"Within Limit","Within Limit"
"BEN05",2016,6,56,55,75,70,2016-06-01,"Peeniya","Bengaluru","Karnataka","Industrial",-19,-15,"Within Limit","Within Limit"
"BEN05",2016,7,56,54,75,70,2016-07-01,"Peeniya","Bengaluru","Karnataka","Industrial",-19,-16,"Within Limit","Within Limit"
"BEN05",2016,8,57,55,75,70,2016-08-01,"Peeniya","Bengaluru","Karnataka","Industrial",-18,-15,"Within Limit","Within Limit"
"BEN05",2016,9,57,63,75,70,2016-09-01,"Peeniya","Bengaluru","Karnataka","Industrial",-18,-7,"Within Limit","Within Limit"
"BEN05",2016,10,56,56,75,70,2016-10-01,"Peeniya","Bengaluru","Karnataka","Industrial",-19,-14,"Within Limit","Within Limit"
"BEN05",2016,11,56,55,75,70,2016-11-01,"Peeniya","Bengaluru","Karnataka","Industrial",-19,-15,"Within Limit","Within Limit"
"BEN05",2016,12,56,55,75,70,2016-12-01,"Peeniya","Bengaluru","Karnataka","Industrial",-19,-15,"Within Limit","Within Limit"
"BEN06",2016,1,72,64,65,55,2016-01-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",7,9,"Exceeded","Exceeded"
"BEN06",2016,2,72,64,65,55,2016-02-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",7,9,"Exceeded","Exceeded"
"BEN06",2016,3,72,63,65,55,2016-03-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",7,8,"Exceeded","Exceeded"
"BEN06",2016,4,72,63,65,55,2016-04-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",7,8,"Exceeded","Exceeded"
"BEN06",2016,5,72,65,65,55,2016-05-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",7,10,"Exceeded","Exceeded"
"BEN06",2016,6,73,65,65,55,2016-06-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",8,10,"Exceeded","Exceeded"
"BEN06",2016,7,73,65,65,55,2016-07-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",8,10,"Exceeded","Exceeded"
"BEN06",2016,8,73,65,65,55,2016-08-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",8,10,"Exceeded","Exceeded"
"BEN06",2016,9,72,64,65,55,2016-09-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",7,9,"Exceeded","Exceeded"
"BEN06",2016,10,72,64,65,55,2016-10-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",7,9,"Exceeded","Exceeded"
"BEN06",2016,11,72,63,65,55,2016-11-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",7,8,"Exceeded","Exceeded"
"BEN06",2016,12,72,64,65,55,2016-12-01,"Yeshwanthpur","Bengaluru","Karnataka","Commercial",7,9,"Exceeded","Exceeded"
"BEN07",2016,1,60,55,50,40,2016-01-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",10,15,"Exceeded","Exceeded"
"BEN07",2016,2,61,55,50,40,2016-02-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",11,15,"Exceeded","Exceeded"
"BEN07",2016,3,60,54,50,40,2016-03-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",10,14,"Exceeded","Exceeded"
"BEN07",2016,4,59,55,50,40,2016-04-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",9,15,"Exceeded","Exceeded"
"BEN07",2016,5,60,55,50,40,2016-05-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",10,15,"Exceeded","Exceeded"
"BEN07",2016,6,61,56,50,40,2016-06-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",11,16,"Exceeded","Exceeded"
"BEN07",2016,7,60,56,50,40,2016-07-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",10,16,"Exceeded","Exceeded"
"BEN07",2016,8,61,56,50,40,2016-08-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",11,16,"Exceeded","Exceeded"
"BEN07",2016,9,60,56,50,40,2016-09-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",10,16,"Exceeded","Exceeded"
"BEN07",2016,10,60,55,50,40,2016-10-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",10,15,"Exceeded","Exceeded"
"BEN07",2016,11,59,56,50,40,2016-11-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",9,16,"Exceeded","Exceeded"
"BEN07",2016,12,59,54,50,40,2016-12-01,"R.V.C.E.","Bengaluru","Karnataka","Silence",9,14,"Exceeded","Exceeded"
"BEN08",2016,1,68,60,75,70,2016-01-01,"Whitefield","Bengaluru","Karnataka","Industrial",-7,-10,"Within Limit","Within Limit"
"BEN08",2016,2,66,60,75,70,2016-02-01,"Whitefield","Bengaluru","Karnataka","Industrial",-9,-10,"Within Limit","Within Limit"
"BEN08",2016,3,66,61,75,70,2016-03-01,"Whitefield","Bengaluru","Karnataka","Industrial",-9,-9,"Within Limit","Within Limit"
"BEN08",2016,4,66,61,75,70,2016-04-01,"Whitefield","Bengaluru","Karnataka","Industrial",-9,-9,"Within Limit","Within Limit"
"BEN08",2016,5,70,65,75,70,2016-05-01,"Whitefield","Bengaluru","Karnataka","Industrial",-5,-5,"Within Limit","Within Limit"
"BEN08",2016,6,68,63,75,70,2016-06-01,"Whitefield","Bengaluru","Karnataka","Industrial",-7,-7,"Within Limit","Within Limit"
"BEN08",2016,7,68,63,75,70,2016-07-01,"Whitefield","Bengaluru","Karnataka","Industrial",-7,-7,"Within Limit","Within Limit"
"BEN08",2016,8,67,63,75,70,2016-08-01,"Whitefield","Bengaluru","Karnataka","Industrial",-8,-7,"Within Limit","Within Limit"
"BEN08",2016,9,67,62,75,70,2016-09-01,"Whitefield","Bengaluru","Karnataka","Industrial",-8,-8,"Within Limit","Within Limit"
"BEN08",2016,10,66,61,75,70,2016-10-01,"Whitefield","Bengaluru","Karnataka","Industrial",-9,-9,"Within Limit","Within Limit"
"BEN08",2016,11,66,60,75,70,2016-11-01,"Whitefield","Bengaluru","Karnataka","Industrial",-9,-10,"Within Limit","Within Limit"
"BEN08",2016,12,71,66,75,70,2016-12-01,"Whitefield","Bengaluru","Karnataka","Industrial",-4,-4,"Within Limit","Within Limit"
"BEN09",2016,1,64,56,50,40,2016-01-01,"NIMHANS","Bengaluru","Karnataka","Silence",14,16,"Exceeded","Exceeded"
"BEN09",2016,2,61,53,50,40,2016-02-01,"NIMHANS","Bengaluru","Karnataka","Silence",11,13,"Exceeded","Exceeded"
"BEN09",2016,3,60,54,50,40,2016-03-01,"NIMHANS","Bengaluru","Karnataka","Silence",10,14,"Exceeded","Exceeded"
"BEN09",2016,4,68,60,50,40,2016-04-01,"NIMHANS","Bengaluru","Karnataka","Silence",18,20,"Exceeded","Exceeded"
"BEN09",2016,5,69,83,50,40,2016-05-01,"NIMHANS","Bengaluru","Karnataka","Silence",19,43,"Exceeded","Exceeded"
"BEN09",2016,6,62,57,50,40,2016-06-01,"NIMHANS","Bengaluru","Karnataka","Silence",12,17,"Exceeded","Exceeded"
"BEN09",2016,7,63,58,50,40,2016-07-01,"NIMHANS","Bengaluru","Karnataka","Silence",13,18,"Exceeded","Exceeded"
"BEN09",2016,8,63,58,50,40,2016-08-01,"NIMHANS","Bengaluru","Karnataka","Silence",13,18,"Exceeded","Exceeded"
"BEN09",2016,9,62,55,50,40,2016-09-01,"NIMHANS","Bengaluru","Karnataka","Silence",12,15,"Exceeded","Exceeded"
"BEN09",2016,10,61,54,50,40,2016-10-01,"NIMHANS","Bengaluru","Karnataka","Silence",11,14,"Exceeded","Exceeded"
"BEN09",2016,11,60,54,50,40,2016-11-01,"NIMHANS","Bengaluru","Karnataka","Silence",10,14,"Exceeded","Exceeded"
"BEN09",2016,12,61,56,50,40,2016-12-01,"NIMHANS","Bengaluru","Karnataka","Silence",11,16,"Exceeded","Exceeded"
"BEN10",2016,1,63,59,55,45,2016-01-01,"Domlur","Bengaluru","Karnataka","Residential",8,14,"Exceeded","Exceeded"
"BEN10",2016,2,64,59,55,45,2016-02-01,"Domlur","Bengaluru","Karnataka","Residential",9,14,"Exceeded","Exceeded"
"BEN10",2016,3,63,57,55,45,2016-03-01,"Domlur","Bengaluru","Karnataka","Residential",8,12,"Exceeded","Exceeded"
"BEN10",2016,4,62,56,55,45,2016-04-01,"Domlur","Bengaluru","Karnataka","Residential",7,11,"Exceeded","Exceeded"
"BEN10",2016,5,63,58,55,45,2016-05-01,"Domlur","Bengaluru","Karnataka","Residential",8,13,"Exceeded","Exceeded"
"BEN10",2016,6,66,60,55,45,2016-06-01,"Domlur","Bengaluru","Karnataka","Residential",11,15,"Exceeded","Exceeded"
"BEN10",2016,7,66,61,55,45,2016-07-01,"Domlur","Bengaluru","Karnataka","Residential",11,16,"Exceeded","Exceeded"
"BEN10",2016,8,66,61,55,45,2016-08-01,"Domlur","Bengaluru","Karnataka","Residential",11,16,"Exceeded","Exceeded"
"BEN10",2016,9,63,58,55,45,2016-09-01,"Domlur","Bengaluru","Karnataka","Residential",8,13,"Exceeded","Exceeded"
"BEN10",2016,10,62,55,55,45,2016-10-01,"Domlur","Bengaluru","Karnataka","Residential",7,10,"Exceeded","Exceeded"
"BEN10",2016,11,63,58,55,45,2016-11-01,"Domlur","Bengaluru","Karnataka","Residential",8,13,"Exceeded","Exceeded"
"BEN10",2016,12,67,60,55,45,2016-12-01,"Domlur","Bengaluru","Karnataka","Residential",12,15,"Exceeded","Exceeded"
"CHE01",2016,1,66,58,50,40,2016-01-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",16,18,"Exceeded","Exceeded"
"CHE01",2016,2,63,55,50,40,2016-02-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",13,15,"Exceeded","Exceeded"
"CHE01",2016,3,66,58,50,40,2016-03-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",16,18,"Exceeded","Exceeded"
"CHE01",2016,4,66,60,50,40,2016-04-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",16,20,"Exceeded","Exceeded"
"CHE01",2016,5,69,61,50,40,2016-05-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",19,21,"Exceeded","Exceeded"
"CHE01",2016,6,69,61,50,40,2016-06-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",19,21,"Exceeded","Exceeded"
"CHE01",2016,7,66,60,50,40,2016-07-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",16,20,"Exceeded","Exceeded"
"CHE01",2016,8,64,60,50,40,2016-08-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",14,20,"Exceeded","Exceeded"
"CHE01",2016,9,67,63,50,40,2016-09-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",17,23,"Exceeded","Exceeded"
"CHE01",2016,10,68,58,50,40,2016-10-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",18,18,"Exceeded","Exceeded"
"CHE01",2016,11,67,56,50,40,2016-11-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",17,16,"Exceeded","Exceeded"
"CHE01",2016,12,67,58,50,40,2016-12-01,"Eye Hospital","Chennai","Tamil Nadu","Silence",17,18,"Exceeded","Exceeded"
"CHE02",2016,1,76,69,75,70,2016-01-01,"Guindy","Chennai","Tamil Nadu","Industrial",1,-1,"Exceeded","Within Limit"
"CHE02",2016,2,76,66,75,70,2016-02-01,"Guindy","Chennai","Tamil Nadu","Industrial",1,-4,"Exceeded","Within Limit"
"CHE02",2016,3,76,67,75,70,2016-03-01,"Guindy","Chennai","Tamil Nadu","Industrial",1,-3,"Exceeded","Within Limit"
"CHE02",2016,4,76,68,75,70,2016-04-01,"Guindy","Chennai","Tamil Nadu","Industrial",1,-2,"Exceeded","Within Limit"
"CHE02",2016,5,77,70,75,70,2016-05-01,"Guindy","Chennai","Tamil Nadu","Industrial",2,0,"Exceeded","Within Limit"
"CHE02",2016,6,76,70,75,70,2016-06-01,"Guindy","Chennai","Tamil Nadu","Industrial",1,0,"Exceeded","Within Limit"
"CHE02",2016,7,76,69,75,70,2016-07-01,"Guindy","Chennai","Tamil Nadu","Industrial",1,-1,"Exceeded","Within Limit"
"CHE02",2016,8,76,70,75,70,2016-08-01,"Guindy","Chennai","Tamil Nadu","Industrial",1,0,"Exceeded","Within Limit"
"CHE02",2016,9,76,68,75,70,2016-09-01,"Guindy","Chennai","Tamil Nadu","Industrial",1,-2,"Exceeded","Within Limit"
"CHE02",2016,10,75,67,75,70,2016-10-01,"Guindy","Chennai","Tamil Nadu","Industrial",0,-3,"Within Limit","Within Limit"
"CHE02",2016,11,75,65,75,70,2016-11-01,"Guindy","Chennai","Tamil Nadu","Industrial",0,-5,"Within Limit","Within Limit"
"CHE02",2016,12,75,65,75,70,2016-12-01,"Guindy","Chennai","Tamil Nadu","Industrial",0,-5,"Within Limit","Within Limit"
"CHE03",2016,1,71,63,65,55,2016-01-01,"Perambur","Chennai","Tamil Nadu","Commercial",6,8,"Exceeded","Exceeded"
"CHE03",2016,2,72,65,65,55,2016-02-01,"Perambur","Chennai","Tamil Nadu","Commercial",7,10,"Exceeded","Exceeded"
"CHE03",2016,3,72,64,65,55,2016-03-01,"Perambur","Chennai","Tamil Nadu","Commercial",7,9,"Exceeded","Exceeded"
"CHE03",2016,4,73,66,65,55,2016-04-01,"Perambur","Chennai","Tamil Nadu","Commercial",8,11,"Exceeded","Exceeded"
"CHE03",2016,5,73,69,65,55,2016-05-01,"Perambur","Chennai","Tamil Nadu","Commercial",8,14,"Exceeded","Exceeded"
"CHE03",2016,6,73,69,65,55,2016-06-01,"Perambur","Chennai","Tamil Nadu","Commercial",8,14,"Exceeded","Exceeded"
"CHE03",2016,7,73,68,65,55,2016-07-01,"Perambur","Chennai","Tamil Nadu","Commercial",8,13,"Exceeded","Exceeded"
"CHE03",2016,8,72,68,65,55,2016-08-01,"Perambur","Chennai","Tamil Nadu","Commercial",7,13,"Exceeded","Exceeded"
"CHE03",2016,9,74,67,65,55,2016-09-01,"Perambur","Chennai","Tamil Nadu","Commercial",9,12,"Exceeded","Exceeded"
"CHE03",2016,10,75,78,65,55,2016-10-01,"Perambur","Chennai","Tamil Nadu","Commercial",10,23,"Exceeded","Exceeded"
"CHE03",2016,11,75,80,65,55,2016-11-01,"Perambur","Chennai","Tamil Nadu","Commercial",10,25,"Exceeded","Exceeded"
"CHE03",2016,12,72,72,65,55,2016-12-01,"Perambur","Chennai","Tamil Nadu","Commercial",7,17,"Exceeded","Exceeded"
"CHE04",2016,1,80,75,65,55,2016-01-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",15,20,"Exceeded","Exceeded"
"CHE04",2016,2,80,76,65,55,2016-02-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",15,21,"Exceeded","Exceeded"
"CHE04",2016,3,80,76,65,55,2016-03-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",15,21,"Exceeded","Exceeded"
"CHE04",2016,4,81,76,65,55,2016-04-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",16,21,"Exceeded","Exceeded"
"CHE04",2016,5,80,76,65,55,2016-05-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",15,21,"Exceeded","Exceeded"
"CHE04",2016,6,80,76,65,55,2016-06-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",15,21,"Exceeded","Exceeded"
"CHE04",2016,7,80,76,65,55,2016-07-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",15,21,"Exceeded","Exceeded"
"CHE04",2016,8,80,76,65,55,2016-08-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",15,21,"Exceeded","Exceeded"
"CHE04",2016,9,80,77,65,55,2016-09-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",15,22,"Exceeded","Exceeded"
"CHE04",2016,10,80,76,65,55,2016-10-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",15,21,"Exceeded","Exceeded"
"CHE04",2016,11,76,73,65,55,2016-11-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",11,18,"Exceeded","Exceeded"
"CHE04",2016,12,76,73,65,55,2016-12-01,"T. Nagar","Chennai","Tamil Nadu","Commercial",11,18,"Exceeded","Exceeded"
"CHE05",2016,1,70,64,55,45,2016-01-01,"Triplicane","Chennai","Tamil Nadu","Residential",15,19,"Exceeded","Exceeded"
"CHE05",2016,2,69,67,55,45,2016-02-01,"Triplicane","Chennai","Tamil Nadu","Residential",14,22,"Exceeded","Exceeded"
"CHE05",2016,3,67,66,55,45,2016-03-01,"Triplicane","Chennai","Tamil Nadu","Residential",12,21,"Exceeded","Exceeded"
"CHE05",2016,4,71,69,55,45,2016-04-01,"Triplicane","Chennai","Tamil Nadu","Residential",16,24,"Exceeded","Exceeded"
"CHE05",2016,5,68,65,55,45,2016-05-01,"Triplicane","Chennai","Tamil Nadu","Residential",13,20,"Exceeded","Exceeded"
"CHE05",2016,6,75,75,55,45,2016-06-01,"Triplicane","Chennai","Tamil Nadu","Residential",20,30,"Exceeded","Exceeded"
"CHE05",2016,7,81,81,55,45,2016-07-01,"Triplicane","Chennai","Tamil Nadu","Residential",26,36,"Exceeded","Exceeded"
"CHE05",2016,8,80,79,55,45,2016-08-01,"Triplicane","Chennai","Tamil Nadu","Residential",25,34,"Exceeded","Exceeded"
"CHE05",2016,9,78,76,55,45,2016-09-01,"Triplicane","Chennai","Tamil Nadu","Residential",23,31,"Exceeded","Exceeded"
"CHE05",2016,10,72,73,55,45,2016-10-01,"Triplicane","Chennai","Tamil Nadu","Residential",17,28,"Exceeded","Exceeded"
"CHE05",2016,11,64,65,55,45,2016-11-01,"Triplicane","Chennai","Tamil Nadu","Residential",9,20,"Exceeded","Exceeded"
"CHE05",2016,12,64,56,55,45,2016-12-01,"Triplicane","Chennai","Tamil Nadu","Residential",9,11,"Exceeded","Exceeded"
"CHE06",2016,1,73,65,65,55,2016-01-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",8,10,"Exceeded","Exceeded"
"CHE06",2016,2,74,66,65,55,2016-02-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",9,11,"Exceeded","Exceeded"
"CHE06",2016,3,73,67,65,55,2016-03-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",8,12,"Exceeded","Exceeded"
"CHE06",2016,4,74,67,65,55,2016-04-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",9,12,"Exceeded","Exceeded"
"CHE06",2016,5,74,69,65,55,2016-05-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",9,14,"Exceeded","Exceeded"
"CHE06",2016,6,74,70,65,55,2016-06-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",9,15,"Exceeded","Exceeded"
"CHE06",2016,7,74,68,65,55,2016-07-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",9,13,"Exceeded","Exceeded"
"CHE06",2016,8,80,76,65,55,2016-08-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",15,21,"Exceeded","Exceeded"
"CHE06",2016,9,77,73,65,55,2016-09-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",12,18,"Exceeded","Exceeded"
"CHE06",2016,10,74,67,65,55,2016-10-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",9,12,"Exceeded","Exceeded"
"CHE06",2016,11,74,67,65,55,2016-11-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",9,12,"Exceeded","Exceeded"
"CHE06",2016,12,88,82,65,55,2016-12-01,"Pallikaranai","Chennai","Tamil Nadu","Commercial",23,27,"Exceeded","Exceeded"
"CHE07",2016,1,73,65,55,45,2016-01-01,"Velachery","Chennai","Tamil Nadu","Residential",18,20,"Exceeded","Exceeded"
"CHE07",2016,2,74,66,55,45,2016-02-01,"Velachery","Chennai","Tamil Nadu","Residential",19,21,"Exceeded","Exceeded"
"CHE07",2016,3,73,67,55,45,2016-03-01,"Velachery","Chennai","Tamil Nadu","Residential",18,22,"Exceeded","Exceeded"
"CHE07",2016,4,74,67,55,45,2016-04-01,"Velachery","Chennai","Tamil Nadu","Residential",19,22,"Exceeded","Exceeded"
"CHE07",2016,5,74,69,55,45,2016-05-01,"Velachery","Chennai","Tamil Nadu","Residential",19,24,"Exceeded","Exceeded"
"CHE07",2016,6,74,70,55,45,2016-06-01,"Velachery","Chennai","Tamil Nadu","Residential",19,25,"Exceeded","Exceeded"
"CHE07",2016,7,74,68,55,45,2016-07-01,"Velachery","Chennai","Tamil Nadu","Residential",19,23,"Exceeded","Exceeded"
"CHE07",2016,8,80,76,55,45,2016-08-01,"Velachery","Chennai","Tamil Nadu","Residential",25,31,"Exceeded","Exceeded"
"CHE07",2016,9,77,73,55,45,2016-09-01,"Velachery","Chennai","Tamil Nadu","Residential",22,28,"Exceeded","Exceeded"
"CHE07",2016,10,74,67,55,45,2016-10-01,"Velachery","Chennai","Tamil Nadu","Residential",19,22,"Exceeded","Exceeded"
"CHE07",2016,11,74,67,55,45,2016-11-01,"Velachery","Chennai","Tamil Nadu","Residential",19,22,"Exceeded","Exceeded"
"CHE07",2016,12,88,82,55,45,2016-12-01,"Velachery","Chennai","Tamil Nadu","Residential",33,37,"Exceeded","Exceeded"
"CHE08",2016,1,70,62,65,55,2016-01-01,"Washermanpet","Chennai","Tamil Nadu","Commercial",5,7,"Exceeded","Exceeded"
"CHE08",2016,2,71,62,65,55,2016-02-01,"Washermanpet","Chennai","Tamil Nadu","Commercial",6,7,"Exceeded","Exceeded"
"CHE08",2016,3,70,62,65,55,2016-03-01,"Washermanpet","Chennai","Tamil Nadu","Commercial",5,7,"Exceeded","Exceeded"
"CHE08",2016,4,73,66,65,55,2016-04-01,"Washermanpet","Chennai","Tamil Nadu","Commercial",8,11,"Exceeded","Exceeded"
"CHE08",2016,5,73,68,65,55,2016-05-01,"Washermanpet","Chennai","Tamil Nadu","Commercial",8,13,"Exceeded","Exceeded"
"CHE08",2016,6,77,70,65,55,2016-06-01,"Washermanpet","Chennai","Tamil Nadu","Commercial",12,15,"Exceeded","Exceeded"
"CHE08",2016,7,71,66,65,55,2016-07-01,"Washermanpet","Chennai","Tamil Nadu","Commercial",6,11,"Exceeded","Exceeded"
"CHE08",2016,8,71,66,65,55,2016-08-01,"Washermanpet","Chennai","Tamil Nadu","Commercial",6,11,"Exceeded","Exceeded"
"CHE08",2016,9,71,65,65,55,2016-09-01,"Washermanpet","Chennai","Tamil Nadu","Commercial",6,10,"Exceeded","Exceeded"
"CHE08",2016,10,71,63,65,55,2016-10-01,"Washermanpet","Chennai","Tamil Nadu","Commercial",6,8,"Exceeded","Exceeded"
